record_id,latitude,longitude,fish,source,source_url,source_id,original_source_url,date,sector,confidence_class,reports_count,analysis_weight,duplicate_of,comment,depth,method,catch,nearest_landmark,landmark_distance_km,distance_from_novaya_ladoga_km,waterbody,context_reports_count
fishing-report-35610,60.285915,32.601296,,fishing-report.ru,https://fishing-report.ru/35610/,35610,,2022-12-07,Вороново,B,1,1,,Публичная геометка отчёта fishing-report.ru. Волховская губа. Отчёт с опозданием Ладога. Вороново.,,,,Вороново,0,26.438,Волховская губа,
fishing-report-32331,60.256104,32.13682,,fishing-report.ru,https://fishing-report.ru/32331/,32331,,2022-06-24,о. Птинов,B,1,1,,Публичная геометка отчёта fishing-report.ru. Волховская губа.,,,,о. Птинов,3.201,19.044,Волховская губа,
fishing-report-29524,60.024603,31.556335,Сорожка; Окунь,fishing-report.ru,https://fishing-report.ru/29524/,29524,,2022-02-26,Кобона / южный берег,B,1,1,,Публичная геометка отчёта fishing-report.ru. южный берег/Петрокрепость; служебное имя водоёма.,,,,Кобона / южный берег,0.696,41.866,Водоём #230553008,
fishing-report-29385,60.248535,32.044871,Щука,fishing-report.ru,https://fishing-report.ru/29385/,29385,,2022-02-21,о. Птинов,B,1,1,,"Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Хорошо вчера отловились в Дубно. 11хвостов, от 7кг до 1кг, клевало до 13.00 пока не начался снег с метелью, рыбалка хорошая но добраться до места, это дорогого стоит ? Предыдущий массив: Дубно — щука (геометка отчёта).",,,,о. Птинов,1.968,21.192,Ладожское озеро,
fishing-report-27999,60.239988,31.705373,,fishing-report.ru,https://fishing-report.ru/27999/,27999,,2022-02-04,Лигово,B,1,1,,Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Ладога неужели обрадовала)),,,,Лигово,4.057,35.909,Ладожское озеро,
fishing-report-25778,59.982424,31.493579,,fishing-report.ru,https://fishing-report.ru/25778/,25778,,2022-01-22,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Ладога, ветерок, но полосатый вяленько берет.",,,,Кобона / южный берег,6.15,46.443,бухта Петрокрепость,
fishing-report-25668,60.018017,31.46597,,fishing-report.ru,https://fishing-report.ru/25668/,25668,,2022-01-19,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Кобона вчера. Лифт с 10.00до 13.00. В остальное время вяло, но приятно.",,,,Кобона / южный берег,4.855,46.928,бухта Петрокрепость,
fishing-report-25501,59.909595,31.478386,,fishing-report.ru,https://fishing-report.ru/25501/,25501,,2022-01-18,Кобона / южный берег,B,1,1,,Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Сегодня шальдиха рыбу отпустил,,,,Кобона / южный берег,13.969,50.211,бухта Петрокрепость,
fishing-report-18476,60.453142,32.797262,Щука,fishing-report.ru,https://fishing-report.ru/18476/,18476,,2021-12-14,Свирица / Загубская губа,B,1,1,,Публичная геометка отчёта fishing-report.ru. Загубская губа. Открытие сезона. Жерлицы Щука. https://youtu.be/9yfnDb0FT0c,,,,Свирица / Загубская губа,1.295,47.744,Загубская губа,
fishing-report-14053,60.240732,32.012897,Окунь,fishing-report.ru,https://fishing-report.ru/14053/,14053,,2021-10-14,Дубно,B,1,1,,Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Всем привет! Окушек брал вяло но под вечер разошёлся! 08.10.21г Предыдущий массив: Окунь (геометка отчёта).,,,,Дубно,1.767,21.767,Ладожское озеро,
fishing-report-13972,59.911808,31.395548,Щука,fishing-report.ru,https://fishing-report.ru/13972/,13972,,2021-10-13,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Спасибо Ладога. За последние не очень удачные рыбалки по хищнику, сегодня немного оторвались. И бонус жене дала.",,,,Кобона / южный берег,15.703,54.306,бухта Петрокрепость,
fishing-report-13963,59.969472,31.418269,Окунь,fishing-report.ru,https://fishing-report.ru/13963/,13963,,2021-10-13,Кобона / южный берег,B,1,1,,Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Сегодня был первый раз на Ладоге за много лет И по мне так удачно,,,,Кобона / южный берег,9.947,50.872,бухта Петрокрепость,
fishing-report-11593,60.057829,32.339528,,fishing-report.ru,https://fishing-report.ru/11593/,11593,,2021-10-07,Нижний Волхов,B,1,1,,"Публичная геометка отчёта fishing-report.ru. нижний Волхов. Волхов. 4.10.21 рыбка поклевывает, с утра дубак руки замерзают, вода сильно ушла. Взял сколько нужно остальную отпускал.",,,,Нижний Волхов,1.943,5.693,Река Волхов,
fishing-report-10333,59.981464,31.384679,,fishing-report.ru,https://fishing-report.ru/10333/,10333,,2021-09-16,Кобона / южный берег,B,1,1,,Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость.,,,,Кобона / южный берег,10.657,52.287,бухта Петрокрепость,
fishing-report-8997,60.186123,32.193626,,fishing-report.ru,https://fishing-report.ru/8997/,8997,,2021-08-31,Креницы / Волховская губа,B,1,1,,Публичная геометка отчёта fishing-report.ru. Волховская губа. В субботу поехали на базу Креницы. Взяли пелу и в Ладогу. Ловили в заброс. Предыдущий массив: Ловля в заброс (геометка отчёта).,,,,Креницы / Волховская губа,4.681,10.716,Волховская губа,
fishing-report-8392,60.130961,32.330439,Щука,fishing-report.ru,https://fishing-report.ru/8392/,8392,,2021-08-22,Новая Ладога / устье Волхова,B,1,1,,Публичная геометка отчёта fishing-report.ru. Волховская губа. Креницы Предыдущий массив: Щука (геометка отчёта).,,,,Новая Ладога / устье Волхова,1.553,3.642,Волховская губа,
fishing-report-7090,60.055375,32.341373,Лещ,fishing-report.ru,https://fishing-report.ru/7090/,7090,,2021-08-10,Нижний Волхов,A,1,1,,"Публичная геометка отчёта fishing-report.ru. нижний Волхов. Волхвов 2 мая сопа, клевала набегами. Предыдущий массив: Поляша — лещ (точный GPS из отчёта).",,,,Нижний Волхов,2.231,5.983,Река Волхов,
fishing-report-7087,60.283298,32.630563,Плотва,fishing-report.ru,https://fishing-report.ru/7087/,7087,,2021-08-10,Вороново,B,1,1,,"Публичная геометка отчёта fishing-report.ru. нижний Волхов. Волхов для нас с мужем остался непокоренным. В 11 смотали удочки и поехали на канал, он как всегда не подвёл. Фидер, опарыш. Времени потеряли много, но на сковородку наловили, голод утолила женщина ??! Ветер порывистый, рыб клюёт, но на крючок 1/10 попадается, осторожничает! Густера, плотва, размер съедобный!",,,,Вороново,1.639,27.292,Река Волхов,
fishing-report-2368,60.027601,31.509968,Налим,fishing-report.ru,https://fishing-report.ru/2368/,2368,,2021-03-20,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Я сегодня вам принёс не букет из роз мимоз, а букееетик из плоотвыыы. Рванул таки на не самую перспективную, но такую долгожданную рыбалку. В ночь за плотвой. За налимом только мечтаю сходить.. Тем кто не любит читать много букв, можно посмотреть короткое видео об этой рыбалке: https://youtu.be/8dm7EPcLUdo Ни проверенной информации, ни уверенности в успехе мероприятия не было, но было желание побывать в окрестностях Зеленцов, проведать матушку Ладогу. Школьный друг, который постепенно превращается в зимника, но до сих пор ходит с моими снастями и экипировкой, составил мне компанию. Для него это была первая ночная рыбалка на льду. Чуть дубу не дал в ночи, но ему понравилось. Пока ехали, погода шептала, как остановились в Кобоне на берегу, зарядила пурга. Да такая, что видимость упала до мин",,,,Кобона / южный берег,2.24,44.318,бухта Петрокрепость,
fishing-report-2051,60.251624,31.873992,,fishing-report.ru,https://fishing-report.ru/2051/,2051,,2021-02-14,Лигово,B,1,1,,Публичная геометка отчёта fishing-report.ru. Ладожское озеро. Сегодня.Ладога. Мороз.,,,,Лигово,5.382,28.459,Ладожское озеро,
fishing-report-1935,59.90869,31.473646,Окунь,fishing-report.ru,https://fishing-report.ru/1935/,1935,,2021-02-12,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Доброго времени суток, друзья! Сегодня вновь побывал на Южном берегу Ладожского озера, выходил на лёд в районе Верхней Шелудихи с твёрдым намерением ловить далеко от берега и от толпы выходного дня. Вот и ходил, искал. Весь день. А народ в тросте дзюбил. Некоторые как оказалось, очень удачно. Лёд подмерзает, но есть и живые трещины. Берегите себя, не рискуете напрасно, берите пешни, верёвку и спасалки» Полный отчёт с глубинами, приманками и уловом, можно подсмотреть тут: https://youtu.be/KjfPUI0Xhkc Сегодня многие не увидели и поклёвки, но есть и те, кто напорол. Рыба капризная. Погода шик. Как у вас сложился последний выход на лёд?",,,,Кобона / южный берег,14.142,50.493,бухта Петрокрепость,
fishing-report-1931,59.907043,31.467525,Окунь,fishing-report.ru,https://fishing-report.ru/1931/,1931,,2021-02-12,Кобона / южный берег,B,1,1,,"Публичная геометка отчёта fishing-report.ru. бухта Петрокрепость. Всем привет из Санкт-Петербурга и с берега Ладожского озера! На излёте этого непростого года, решил устроить себе нетипичный понедельник. Посетил секретное» место ЮБЛО, на букву Ша. Возможно инфо будет полезна, тем кто ещё хочет успеть наловить на уху С самого начала, отскочил от тростника, но рыбу с помощью балансира и блесны, поймать не смог. Ближе к обеду, пошёл в берег, на грани тросты и открытой воды, качнул пару лунок. Есть пара трещин, но не не опасных, тем не менее, будьте осторожны. Лёд нормальный, отходил не далее 1 км, но были и те, кто ушёл дальше и там сгруппировался. Я к ним не пошёл, но несколько человек из тросты туда рванули, что поймали неизвестно. Окунь пассивный, надо уговаривать. Брал на долгой паузе. Мормышка одна выручила (пчёлка»), пришлось подбирать. Из двух десятк",,,,Кобона / южный берег,14.422,50.88,бухта Петрокрепость,
fishing-report-1122,60.092493,32.306857,Щука,fishing-report.ru,https://fishing-report.ru/1122/,1122,,2021-01-09,Нижний Волхов,B,1,1,,Публичная геометка отчёта fishing-report.ru. нижний Волхов. Поймали на Волхове на Спиннинг),,,,Нижний Волхов,2.426,1.437,Река Волхов,
telegram-24765,60.112347,32.333083,Лещ; Густера; Линь,Telegram: Рыболовная сводка Спб,https://t.me/rybalka_spb_lenoblasti/24765,24765,,2026-06-10,Новая Ладога / устье Волхова,A,1,1,,"Немятово, поплавок и червь; координаты локации опубликованы в тексте поста. Предыдущий массив: Немятово — лещ, густера, линь (точный GPS из отчёта).",,,,Новая Ладога / устье Волхова,0.959,2.37,нижний Волхов / устьевая зона,
telegram-19629,60.112389,32.332962,Щука,Telegram: Рыболовная сводка Спб,https://t.me/rybalka_spb_lenoblasti/19629,19629,,2025-09-20,Новая Ладога / устье Волхова,A,1,1,,Ново-Свирский канал у пересечения с Волховом; координаты локации опубликованы в тексте поста.,,"вертушка, с берега",,Новая Ладога / устье Волхова,0.951,2.366,нижний Волхов / устьевая зона,
telegram-23021,60.121145,32.29689,Плотва,Telegram: Рыболовная сводка Спб,https://t.me/rybalka_spb_lenoblasti/23021,23021,,2026-03-13,Новая Ладога / устье Волхова,A,1,1,,"Креницы, 9 км; координаты опубликованы в тексте поста. Предыдущий массив: Креницы — плотва, 2.3 м (точный GPS из отчёта).",2.3 м,,,Новая Ладога / устье Волхова,1.327,1.945,Ладожское озеро / Креницы,
pkr-water-157,60.27479,32.066842,,ПКР / fisher.spb.ru,https://fisher.spb.ru/news/message-bycatalog.php?category=5&water=157,water-157,,,Варецкие банки,C,1,1,,"Точка каталога района «Варецкие банки». В архиве 116 сообщений; это справочная повторяемость названия, а не 116 GPS-отчётов, поэтому в плотность добавлена одна точка C.",,,,о. Птинов,2.444,22.793,Ладожское озеро,116
pkr-water-161,60.234609,31.983349,,ПКР / fisher.spb.ru,https://fisher.spb.ru/news/message-bycatalog.php?category=5&water=161,water-161,,,Дубно,C,1,1,,"Точка каталога района «Дубно». В архиве 960 сообщений; это справочная повторяемость названия, а не 960 GPS-отчётов, поэтому в плотность добавлена одна точка C.",,,,Дубно,0,22.518,Ладожское озеро,960
pkr-water-166,60.133145,32.284981,,ПКР / fisher.spb.ru,https://fisher.spb.ru/news/message-bycatalog.php?category=5&water=166,water-166,,,Креницы,C,1,1,,"Точка каталога района «Креницы». В архиве 2986 сообщений; это справочная повторяемость названия, а не 2986 GPS-отчётов, поэтому в плотность добавлена одна точка C.",,,,Новая Ладога / устье Волхова,2.569,3.311,Ладожское озеро,2986
pkr-water-172,60.240971,31.778853,,ПКР / fisher.spb.ru,https://fisher.spb.ru/news/message-bycatalog.php?category=5&water=172,water-172,,,Лигово,C,1,1,,"Точка каталога района «Лигово». В архиве 671 сообщений; это справочная повторяемость названия, а не 671 GPS-отчётов, поэтому в плотность добавлена одна точка C.",,,,Лигово,0,32.321,Ладожское озеро,671
pkr-water-175,60.155861,32.337228,,ПКР / fisher.spb.ru,https://fisher.spb.ru/news/message-bycatalog.php?category=5&water=175,water-175,,,Новая Ладога,C,1,1,,"Точка каталога района «Новая Ладога». В архиве 338 сообщений; это справочная повторяемость названия, а не 338 GPS-отчётов, поэтому в плотность добавлена одна точка C.",,,,Креницы / Волховская губа,4.298,6.274,Ладожское озеро,338
pkr-water-176,60.229273,32.085666,,ПКР / fisher.spb.ru,https://fisher.spb.ru/news/message-bycatalog.php?category=5&water=176,water-176,,,о-в Птинов,C,1,1,,"Точка каталога района «о-в Птинов». В архиве 204 сообщений; это справочная повторяемость названия, а не 204 GPS-отчётов, поэтому в плотность добавлена одна точка C.",,,,о. Птинов,2.736,18.103,Ладожское озеро,204
previous-prior-05,60.197533,32.189567,Окунь,Предыдущее исследование,,prior-05,,,Креницы / Волховская губа,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — окунь 18 кг,,,,Креницы / Волховская губа,5.708,11.926,Ладожское озеро / Волховская губа,
previous-prior-06,60.177483,32.252517,Окунь,Предыдущее исследование,,prior-06,,,Креницы / Волховская губа,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — окунь,,,,Креницы / Волховская губа,1.988,8.518,Ладожское озеро / Волховская губа,
previous-prior-07,60.171933,32.27465,Плотва,Предыдущее исследование,,prior-07,,,Креницы / Волховская губа,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — плотва,,,,Креницы / Волховская губа,1.555,7.661,Ладожское озеро / Волховская губа,
previous-prior-08,60.1565,32.278783,Плотва,Предыдущее исследование,,prior-08,,,Креницы / Волховская губа,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — плотва,,,,Креницы / Волховская губа,1.11,5.93,Ладожское озеро / Волховская губа,
previous-prior-09,60.162306,32.292472,Плотва,Предыдущее исследование,,prior-09,,,Креницы / Волховская губа,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — плотва 20 кг,,,,Креницы / Волховская губа,1.815,6.516,Ладожское озеро / Волховская губа,
previous-prior-10,60.207317,32.178383,Плотва,Предыдущее исследование,,prior-10,,,Креницы / Волховская губа,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — плотва ~40 кг,,,,Креницы / Волховская губа,6.931,13.177,Ладожское озеро / Волховская губа,
previous-prior-11,60.217083,32.181783,Плотва,Предыдущее исследование,,prior-11,,,о. Птинов,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Креницы — плотва,,,,о. Птинов,6.981,14.052,Ладожское озеро / Волховская губа,
previous-prior-16,60.09417,32.31388,Лещ,Предыдущее исследование,,prior-16,,,Нижний Волхов,A,1,1,,Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Остров Ленина — лещ,,,,Нижний Волхов,2.381,1.531,нижний Волхов,
previous-prior-17,60.082004,32.319865,Линь; Густера; Подлещик,Предыдущее исследование,,prior-17,,,Нижний Волхов,A,1,1,,"Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Юшково — линь, густера, подлещик",,,,Нижний Волхов,1.066,2.808,нижний Волхов,
previous-prior-18,60.077029,32.32236,Лещ; Синец,Предыдущее исследование,,prior-18,,,Нижний Волхов,A,1,1,,"Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Юшково — лещ, синец",,,,Нижний Волхов,0.632,3.358,нижний Волхов,
previous-prior-20,60.052698,32.344409,Лещ; Густера; Линь,Предыдущее исследование,,prior-20,,,Нижний Волхов,A,1,1,,"Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Поляша — лещ, густера, линь",,,,Нижний Волхов,2.559,6.325,нижний Волхов,
previous-prior-21,60.05031,32.344323,Плотва; Язь; Голавль,Предыдущее исследование,,prior-21,,,Нижний Волхов,A,1,1,,"Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Поляша — плотва, язь, голавль",,,,Нижний Волхов,2.816,6.562,нижний Волхов,
previous-prior-22,60.051332,32.344224,Линь; Сом; Лещ,Предыдущее исследование,,prior-22,,,Нижний Волхов,A,1,1,,"Координата восстановлена из ladoga_points_preliminary.csv предыдущего чата; исходная публичная ссылка в файле не сохранена. Поляша — линь, сом / лещ",,,,Нижний Волхов,2.704,6.457,нижний Волхов,
